parser,id,text,category,gold_intent,gold_target_lane,pred_intent,pred_target_lane,pred_source,fallback,intent_correct,target_correct,exact_match,lane_targeting_applicable,lane_targeting_correct,fp_oos_applicable,fp_oos,latency_ms_mean,latency_ms_min,latency_ms_max
rule,u095,make a lane change,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,rule,False,True,True,True,False,False,False,False,0.03688999822770711,0.03688999822770711,0.03688999822770711
rule,u096,adjust to another lane,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,rule,False,True,True,True,False,False,False,False,0.03827199907391332,0.03827199907391332,0.03827199907391332
rule,u097,reposition to another lane,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,rule,False,True,True,True,False,False,False,False,0.03889400068146642,0.03889400068146642,0.03889400068146642
rule,u098,move over a bit,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,rule,False,True,True,True,False,False,False,False,0.03610800013120752,0.03610800013120752,0.03610800013120752
rule,u099,pick a lane,ambiguous_or_underspecified,CHANGE_LANE,,UNKNOWN,,rule,False,False,True,False,False,False,False,False,0.025178000214509666,0.025178000214509666,0.025178000214509666
rule,u100,get over there,ambiguous_or_underspecified,CHANGE_LANE,,UNKNOWN,,rule,False,False,True,False,False,False,False,False,0.025847999495454133,0.025847999495454133,0.025847999495454133
rule,u101,chnge to lane1,typos_and_casual,CHANGE_LANE,lane1,FOLLOW_LANE,lane1,rule,False,False,True,False,True,True,False,False,0.024156001018127427,0.024156001018127427,0.024156001018127427
rule,u102,swich to lane2,typos_and_casual,CHANGE_LANE,lane2,FOLLOW_LANE,lane2,rule,False,False,True,False,True,True,False,False,0.02004799898713827,0.02004799898713827,0.02004799898713827
rule,u103,lane1 plz,typos_and_casual,CHANGE_LANE,lane1,FOLLOW_LANE,lane1,rule,False,False,True,False,True,True,False,False,0.01353599873255007,0.01353599873255007,0.01353599873255007
rule,u104,lane2 plz,typos_and_casual,CHANGE_LANE,lane2,FOLLOW_LANE,lane2,rule,False,False,True,False,True,True,False,False,0.01707199953671079,0.01707199953671079,0.01707199953671079
rule,u105,go lft lane,typos_and_casual,CHANGE_LANE,lane1,CHANGE_LANE,,rule,False,True,False,False,True,False,False,False,0.029204999009380117,0.029204999009380117,0.029204999009380117
rule,u106,go rght lane,typos_and_casual,CHANGE_LANE,lane2,CHANGE_LANE,,rule,False,True,False,False,True,False,False,False,0.029335000363062136,0.029335000363062136,0.029335000363062136
rule,u107,move 2 lane one,typos_and_casual,CHANGE_LANE,lane1,CHANGE_LANE,lane1,rule,False,True,True,True,True,True,False,False,0.01633099964237772,0.01633099964237772,0.01633099964237772
rule,u108,move 2 lane two,typos_and_casual,CHANGE_LANE,lane2,CHANGE_LANE,lane2,rule,False,True,True,True,True,True,False,False,0.01941700065799523,0.01941700065799523,0.01941700065799523
rule,u109,pls go to left lane,typos_and_casual,CHANGE_LANE,lane1,CHANGE_LANE,lane1,rule,False,True,True,True,True,True,False,False,0.01887600046757143,0.01887600046757143,0.01887600046757143
rule,u110,pls go to right lane,typos_and_casual,CHANGE_LANE,lane2,CHANGE_LANE,lane2,rule,False,True,True,True,True,True,False,False,0.024236000172095373,0.024236000172095373,0.024236000172095373
rule,u111,take inner ln,typos_and_casual,CHANGE_LANE,lane1,UNKNOWN,,rule,False,False,False,False,True,False,False,False,0.025286999516538344,0.025286999516538344,0.025286999516538344
rule,u112,take outer ln,typos_and_casual,CHANGE_LANE,lane2,UNKNOWN,,rule,False,False,False,False,True,False,False,False,0.024585999199189246,0.024585999199189246,0.024585999199189246
rule,u113,chnge lanes to lane 1,typos_and_casual,CHANGE_LANE,lane1,FOLLOW_LANE,lane1,rule,False,False,True,False,True,True,False,False,0.016682000932632945,0.016682000932632945,0.016682000932632945
rule,u114,chnge lanes to lane 2,typos_and_casual,CHANGE_LANE,lane2,FOLLOW_LANE,lane2,rule,False,False,True,False,True,True,False,False,0.02068899993901141,0.02068899993901141,0.02068899993901141
rule,u115,swtich to first lane,typos_and_casual,CHANGE_LANE,lane1,FOLLOW_LANE,lane1,rule,False,False,True,False,True,True,False,False,0.01616000008652918,0.01616000008652918,0.01616000008652918
rule,u116,swtich to second lane,typos_and_casual,CHANGE_LANE,lane2,FOLLOW_LANE,lane2,rule,False,False,True,False,True,True,False,False,0.02048900023510214,0.02048900023510214,0.02048900023510214
rule,u117,go left pls,typos_and_casual,CHANGE_LANE,lane1,CHANGE_LANE,lane1,rule,False,True,True,True,True,True,False,False,0.0174429987964686,0.0174429987964686,0.0174429987964686
rule,u118,go right pls,typos_and_casual,CHANGE_LANE,lane2,CHANGE_LANE,lane2,rule,False,True,True,True,True,True,False,False,0.021801000912091695,0.021801000912091695,0.021801000912091695
rule,u119,get in lane one pls,typos_and_casual,CHANGE_LANE,lane1,FOLLOW_LANE,lane1,rule,False,False,True,False,True,True,False,False,0.01648099896556232,0.01648099896556232,0.01648099896556232
rule,u120,get in lane two pls,typos_and_casual,CHANGE_LANE,lane2,FOLLOW_LANE,lane2,rule,False,False,True,False,True,True,False,False,0.021630999981425703,0.021630999981425703,0.021630999981425703
rule,u121,lane one now pls,typos_and_casual,CHANGE_LANE,lane1,FOLLOW_LANE,lane1,rule,False,False,True,False,True,True,False,False,0.015640000128769316,0.015640000128769316,0.015640000128769316
rule,u122,lane two now pls,typos_and_casual,CHANGE_LANE,lane2,FOLLOW_LANE,lane2,rule,False,False,True,False,True,True,False,False,0.020108000171603635,0.020108000171603635,0.020108000171603635
rule,u123,movee to lane 1,typos_and_casual,CHANGE_LANE,lane1,CHANGE_LANE,lane1,rule,False,True,True,True,True,True,False,False,0.014547000318998471,0.014547000318998471,0.014547000318998471
rule,u124,movee to lane 2,typos_and_casual,CHANGE_LANE,lane2,CHANGE_LANE,lane2,rule,False,True,True,True,True,True,False,False,0.018494998585083522,0.018494998585083522,0.018494998585083522
rule,u125,go right lane lol,typos_and_casual,CHANGE_LANE,lane2,CHANGE_LANE,lane2,rule,False,True,True,True,True,True,False,False,0.022262998754740693,0.022262998754740693,0.022262998754740693
rule,u126,turn on the headlights,out_of_scope_or_negative,UNKNOWN,,UNKNOWN,,rule,False,True,True,True,False,False,True,False,0.026690000595408492,0.026690000595408492,0.026690000595408492
rule,u127,turn off the headlights,out_of_scope_or_negative,UNKNOWN,,UNKNOWN,,rule,False,True,True,True,False,False,True,False,0.02626000059535727,0.02626000059535727,0.02626000059535727
rule,u128,open the window,out_of_scope_or_negative,UNKNOWN,,UNKNOWN,,rule,False,True,True,True,False,False,True,False,0.02406599924142938,0.02406599924142938,0.02406599924142938
rule,u129,close the window,out_of_scope_or_negative,UNKNOWN,,UNKNOWN,,rule,False,True,True,True,False,False,True,False,0.024547000066377223,0.024547000066377223,0.024547000066377223
rule,u130,play some music,out_of_scope_or_negative,UNKNOWN,,UNKNOWN,,rule,False,True,True,True,False,False,True,False,0.023744998543406837,0.023744998543406837,0.023744998543406837
rule,u131,lower the volume,out_of_scope_or_negative,UNKNOWN,,UNKNOWN,,rule,False,True,True,True,False,False,True,False,0.02371499977016356,0.02371499977016356,0.02371499977016356
rule,u132,set the cabin fan,out_of_scope_or_negative,UNKNOWN,,UNKNOWN,,rule,False,True,True,True,False,False,True,False,0.024887000108719803,0.024887000108719803,0.024887000108719803
rule,u133,wipe the windshield,out_of_scope_or_negative,UNKNOWN,,UNKNOWN,,rule,False,True,True,True,False,False,True,False,0.02509700061636977,0.02509700061636977,0.02509700061636977
rule,u134,adjust the mirror,out_of_scope_or_negative,UNKNOWN,,UNKNOWN,,rule,False,True,True,True,False,False,True,False,0.023986000087461434,0.023986000087461434,0.023986000087461434
rule,u135,dim the display,out_of_scope_or_negative,UNKNOWN,,UNKNOWN,,rule,False,True,True,True,False,False,True,False,0.033503998565720394,0.033503998565720394,0.033503998565720394
rule,u136,sound the horn,out_of_scope_or_negative,UNKNOWN,,UNKNOWN,,rule,False,True,True,True,False,False,True,False,0.027402000341680832,0.027402000341680832,0.027402000341680832
rule,u137,save this route,out_of_scope_or_negative,UNKNOWN,,UNKNOWN,,rule,False,True,True,True,False,False,True,False,0.02399500044703018,0.02399500044703018,0.02399500044703018
rule,u138,show the map,out_of_scope_or_negative,UNKNOWN,,UNKNOWN,,rule,False,True,True,True,False,False,True,False,0.022832999093225226,0.022832999093225226,0.022832999093225226
rule,u139,lock the doors,out_of_scope_or_negative,UNKNOWN,,UNKNOWN,,rule,False,True,True,True,False,False,True,False,0.023503998818341643,0.023503998818341643,0.023503998818341643
rule,u140,unlock the doors,out_of_scope_or_negative,UNKNOWN,,UNKNOWN,,rule,False,True,True,True,False,False,True,False,0.02393500108155422,0.02393500108155422,0.02393500108155422
rule,u141,don't change lanes,out_of_scope_or_negative,KEEP_CURRENT_LANE,,KEEP_CURRENT_LANE,,rule,False,True,True,True,False,False,True,False,0.015599000107613392,0.015599000107613392,0.015599000107613392
rule,u142,do not switch lanes,out_of_scope_or_negative,KEEP_CURRENT_LANE,,KEEP_CURRENT_LANE,,rule,False,True,True,True,False,False,True,False,0.014827999621047638,0.014827999621047638,0.014827999621047638
rule,u143,stay in this lane,out_of_scope_or_negative,KEEP_CURRENT_LANE,,KEEP_CURRENT_LANE,,rule,False,True,True,True,False,False,True,False,0.02255300023534801,0.02255300023534801,0.02255300023534801
rule,u144,keep this lane,out_of_scope_or_negative,KEEP_CURRENT_LANE,,KEEP_CURRENT_LANE,,rule,False,True,True,True,False,False,True,False,0.02105999919876922,0.02105999919876922,0.02105999919876922
rule,u145,hold the current lane,out_of_scope_or_negative,KEEP_CURRENT_LANE,,KEEP_CURRENT_LANE,,rule,False,True,True,True,False,False,True,False,0.022913998691365123,0.022913998691365123,0.022913998691365123
